"","StartDate","DAX"
"1",2009-01-01,1628.75
"2",2009-01-02,1613.63
"3",2009-01-03,1606.51
"4",2009-01-04,1621.04
"5",2009-01-05,1618.16
"6",2009-01-06,1610.61
"7",2009-01-07,1630.75
"8",2009-01-08,1640.17
"9",2009-01-09,1635.47
"10",2009-01-10,1645.89
"11",2009-01-11,1647.84
"12",2009-01-12,1638.35
"13",2009-01-13,1629.93
"14",2009-01-14,1621.49
"15",2009-01-15,1624.74
"16",2009-01-16,1627.63
"17",2009-01-17,1631.99
"18",2009-01-18,1621.18
"19",2009-01-19,1613.42
"20",2009-01-20,1604.95
"21",2009-01-21,1605.75
"22",2009-01-22,1616.67
"23",2009-01-23,1619.29
"24",2009-01-24,1620.49
"25",2009-01-25,1619.67
"26",2009-01-26,1623.07
"27",2009-01-27,1613.98
"28",2009-01-28,1631.87
"29",2009-01-29,1630.37
"30",2009-01-30,1633.47
"31",2009-01-31,1626.55
"32",2009-02-01,1650.43
"33",2009-02-02,1650.06
"34",2009-02-03,1654.11
"35",2009-02-04,1653.6
"36",2009-02-05,1501.82
"37",2009-02-06,1524.28
"38",2009-02-07,1603.65
"39",2009-02-08,1622.49
"40",2009-02-09,1636.68
"41",2009-02-10,1652.1
"42",2009-02-11,1645.81
"43",2009-02-12,1650.36
"44",2009-02-13,1651.55
"45",2009-02-14,1649.88
"46",2009-02-15,1653.52
"47",2009-02-16,1657.51
"48",2009-02-17,1649.55
"49",2009-02-18,1649.09
"50",2009-02-19,1646.41
"51",2009-02-20,1638.65
"52",2009-02-21,1625.8
"53",2009-02-22,1628.64
"54",2009-02-23,1632.22
"55",2009-02-24,1633.65
"56",2009-02-25,1631.17
"57",2009-02-26,1635.8
"58",2009-02-27,1621.27
"59",2009-02-28,1624.7
"60",2009-03-01,1616.13
"61",2009-03-02,1618.12
"62",2009-03-03,1627.8
"63",2009-03-04,1625.79
"64",2009-03-05,1614.8
"65",2009-03-06,1612.8
"66",2009-03-07,1605.47
"67",2009-03-08,1609.32
"68",2009-03-09,1607.48
"69",2009-03-10,1607.48
"70",2009-03-11,1604.89
"71",2009-03-12,1589.12
"72",2009-03-13,1582.27
"73",2009-03-14,1567.99
"74",2009-03-15,1568.16
"75",2009-03-16,1569.71
"76",2009-03-17,1571.74
"77",2009-03-18,1585.41
"78",2009-03-19,1570.01
"79",2009-03-20,1561.89
"80",2009-03-21,1565.18
"81",2009-03-22,1570.34
"82",2009-03-23,1577
"83",2009-03-24,1590.29
"84",2009-03-25,1572.72
"85",2009-03-26,1572.07
"86",2009-03-27,1579.19
"87",2009-03-28,1588.73
"88",2009-03-29,1586.01
"89",2009-03-30,1579.77
"90",2009-03-31,1572.58
"91",2009-04-01,1568.09
"92",2009-04-02,1578.21
"93",2009-04-03,1573.94
"94",2009-04-04,1582.06
"95",2009-04-05,1610.18
"96",2009-04-06,1605.16
"97",2009-04-07,1623.84
"98",2009-04-08,1615.26
"99",2009-04-09,1627.08
"100",2009-04-10,1626.97
"101",2009-04-11,1605.7
"102",2009-04-12,1589.7
"103",2009-04-13,1589.7
"104",2009-04-14,1603.26
"105",2009-04-15,1599.75
"106",2009-04-16,1590.86
"107",2009-04-17,1603.5
"108",2009-04-18,1589.86
"109",2009-04-19,1587.92
"110",2009-04-20,1571.06
"111",2009-04-21,1549.81
"112",2009-04-22,1549.36
"113",2009-04-23,1554.65
"114",2009-04-24,1557.52
"115",2009-04-25,1555.31
"116",2009-04-26,1559.76
"117",2009-04-27,1548.44
"118",2009-04-28,1543.99
"119",2009-04-29,1550.21
"120",2009-04-30,1557.03
"121",2009-05-01,1551.78
"122",2009-05-02,1562.89
"123",2009-05-03,1570.28
"124",2009-05-04,1559.26
"125",2009-05-05,1545.87
"126",2009-05-06,1542.77
"127",2009-05-07,1542.77
"128",2009-05-08,1542.77
"129",2009-05-09,1542.77
"130",2009-05-10,1564.27
"131",2009-05-11,1577.26
"132",2009-05-12,1577.26
"133",2009-05-13,1577.26
"134",2009-05-14,1598.19
"135",2009-05-15,1604.05
"136",2009-05-16,1604.69
"137",2009-05-17,1593.65
"138",2009-05-18,1581.68
"139",2009-05-19,1599.14
"140",2009-05-20,1613.82
"141",2009-05-21,1620.45
"142",2009-05-22,1629.51
"143",2009-05-23,1663.7
"144",2009-05-24,1664.09
"145",2009-05-25,1669.29
"146",2009-05-26,1685.14
"147",2009-05-27,1687.07
"148",2009-05-28,1680.13
"149",2009-05-29,1671.84
"150",2009-05-30,1669.52
"151",2009-05-31,1686.71
"152",2009-06-01,1685.51
"153",2009-06-02,1671.01
"154",2009-06-03,1683.06
"155",2009-06-04,1685.7
"156",2009-06-05,1685.66
"157",2009-06-06,1678.77
"158",2009-06-07,1685.85
"159",2009-06-08,1683.71
"160",2009-06-09,1686.59
"161",2009-06-10,1683.73
"162",2009-06-11,1679.14
"163",2009-06-12,1685.03
"164",2009-06-13,1680.81
"165",2009-06-14,1676.17
"166",2009-06-15,1688.46
"167",2009-06-16,1696.55
"168",2009-06-17,1690.24
"169",2009-06-18,1711.35
"170",2009-06-19,1711.29
"171",2009-06-20,1729.86
"172",2009-06-21,1716.63
"173",2009-06-22,1743.36
"174",2009-06-23,1745.17
"175",2009-06-24,1746.76
"176",2009-06-25,1749.29
"177",2009-06-26,1763.86
"178",2009-06-27,1762.27
"179",2009-06-28,1762.29
"180",2009-06-29,1746.77
"181",2009-06-30,1753.5
"182",2009-07-01,1753.21
"183",2009-07-02,1739.88
"184",2009-07-03,1723.92
"185",2009-07-04,1734.42
"186",2009-07-05,1723.13
"187",2009-07-06,1732.92
"188",2009-07-07,1729.89
"189",2009-07-08,1725.74
"190",2009-07-09,1730.9
"191",2009-07-10,1714.17
"192",2009-07-11,1716.2
"193",2009-07-12,1719.06
"194",2009-07-13,1718.21
"195",2009-07-14,1698.84
"196",2009-07-15,1714.76
"197",2009-07-16,1718.35
"198",2009-07-17,1706.69
"199",2009-07-18,1723.37
"200",2009-07-19,1716.18
"201",2009-07-20,1738.78
"202",2009-07-21,1737.41
"203",2009-07-22,1714.77
"204",2009-07-23,1724.24
"205",2009-07-24,1733.77
"206",2009-07-25,1729.96
"207",2009-07-26,1734.46
"208",2009-07-27,1744.35
"209",2009-07-28,1746.88
"210",2009-07-29,1746.88
"211",2009-07-30,1746.88
"212",2009-07-31,1747.47
"213",2009-08-01,1753.1
"214",2009-08-02,1745.17
"215",2009-08-03,1745.72
"216",2009-08-04,1742.92
"217",2009-08-05,1731.68
"218",2009-08-06,1731.18
"219",2009-08-07,1728.09
"220",2009-08-08,1728.09
"221",2009-08-09,1731.29
"222",2009-08-10,1733.82
"223",2009-08-11,1745.78
"224",2009-08-12,1752.57
"225",2009-08-13,1748.13
"226",2009-08-14,1750.7
"227",2009-08-15,1747.91
"228",2009-08-16,1745.79
"229",2009-08-17,1735.34
"230",2009-08-18,1719.92
"231",2009-08-19,1763.59
"232",2009-08-20,1766.76
"233",2009-08-21,1785.4
"234",2009-08-22,1783.56
"235",2009-08-23,1804.42
"236",2009-08-24,1812.33
"237",2009-08-25,1799.51
"238",2009-08-26,1792.8
"239",2009-08-27,1792.8
"240",2009-08-28,1806.36
"241",2009-08-29,1798.23
"242",2009-08-30,1800.62
"243",2009-08-31,1786.19
"244",2009-09-01,1791.35
"245",2009-09-02,1789.05
"246",2009-09-03,1789.05
"247",2009-09-04,1784.71
"248",2009-09-05,1789.45
"249",2009-09-06,1779.74
"250",2009-09-07,1786.97
"251",2009-09-08,1773.25
"252",2009-09-09,1781.62
"253",2009-09-10,1773.75
"254",2009-09-11,1773.75
"255",2009-09-12,1776.34
"256",2009-09-13,1770.72
"257",2009-09-14,1772.39
"258",2009-09-15,1762.55
"259",2009-09-16,1764.35
"260",2009-09-17,1752.83
"261",2009-09-18,1755.98
"262",2009-09-19,1754.95
"263",2009-09-20,1759.9
"264",2009-09-21,1759.84
"265",2009-09-22,1776.5
"266",2009-09-23,1769.98
"267",2009-09-24,1766.98
"268",2009-09-25,1752.29
"269",2009-09-26,1760.17
"270",2009-09-27,1750.32
"271",2009-09-28,1731.44
"272",2009-09-29,1735.51
"273",2009-09-30,1733.84
"274",2009-10-01,1730.78
"275",2009-10-02,1699.46
"276",2009-10-03,1652.71
"277",2009-10-04,1654.09
"278",2009-10-05,1636.81
"279",2009-10-06,1622.81
"280",2009-10-07,1613.36
"281",2009-10-08,1617.78
"282",2009-10-09,1617.18
"283",2009-10-10,1637.62
"284",2009-10-11,1622.2
"285",2009-10-12,1608.49
"286",2009-10-13,1605.11
"287",2009-10-14,1609.61
"288",2009-10-15,1624.94
"289",2009-10-16,1618.07
"290",2009-10-17,1611.96
"291",2009-10-18,1578.95
"292",2009-10-19,1561.39
"293",2009-10-20,1547.87
"294",2009-10-21,1548.63
"295",2009-10-22,1560.16
"296",2009-10-23,1554.76
"297",2009-10-24,1531.87
"298",2009-10-25,1526.14
"299",2009-10-26,1509.03
"300",2009-10-27,1530.03
"301",2009-10-28,1484.97
"302",2009-10-29,1464.03
"303",2009-10-30,1475.11
"304",2009-10-31,1516.12
"305",2009-11-01,1519.69
"306",2009-11-02,1529.97
"307",2009-11-03,1516.44
"308",2009-11-04,1515.53
"309",2009-11-05,1543.89
"310",2009-11-06,1534.72
"311",2009-11-07,1538.66
"312",2009-11-08,1536.71
"313",2009-11-09,1523.83
"314",2009-11-10,1527.1
"315",2009-11-11,1530.2
"316",2009-11-12,1601.5
"317",2009-11-13,1580.29
"318",2009-11-14,1595.09
"319",2009-11-15,1579.47
"320",2009-11-16,1600.59
"321",2009-11-17,1566
"322",2009-11-18,1557.01
"323",2009-11-19,1542.74
"324",2009-11-20,1536.3
"325",2009-11-21,1510.66
"326",2009-11-22,1481.03
"327",2009-11-23,1483.83
"328",2009-11-24,1470.09
"329",2009-11-25,1484.78
"330",2009-11-26,1475.41
"331",2009-11-27,1402.34
"332",2009-11-28,1421.49
"333",2009-11-29,1434.61
"334",2009-11-30,1446.32
"335",2009-12-01,1437.65
"336",2009-12-02,1441.57
"337",2009-12-03,1471.64
"338",2009-12-04,1453.95
"339",2009-12-05,1453.79
"340",2009-12-06,1458.02
"341",2009-12-07,1479.59
"342",2009-12-08,1504.89
"343",2009-12-09,1496.54
"344",2009-12-10,1511
"345",2009-12-11,1528.86
"346",2009-12-12,1534.02
"347",2009-12-13,1536.6
"348",2009-12-14,1508.19
"349",2009-12-15,1493.54
"350",2009-12-16,1489.68
"351",2009-12-17,1482.44
"352",2009-12-18,1483.34
"353",2009-12-19,1470.57
"354",2009-12-20,1484.84
"355",2009-12-21,1487.71
"356",2009-12-22,1508.63
"357",2009-12-23,1515.27
"358",2009-12-24,1509.84
"359",2009-12-25,1542.28
"360",2009-12-26,1541.79
"361",2009-12-27,1542.48
"362",2009-12-28,1550.27
"363",2009-12-29,1550.27
"364",2009-12-30,1543.37
"365",2009-12-31,1547.84
"366",2010-01-01,1523.62
"367",2010-01-02,1526.68
"368",2010-01-03,1513.42
"369",2010-01-04,1523.02
"370",2010-01-05,1529.69
"371",2010-01-06,1545.12
"372",2010-01-07,1546.82
"373",2010-01-08,1528.12
"374",2010-01-09,1530.65
"375",2010-01-10,1526.25
"376",2010-01-11,1519.48
"377",2010-01-12,1506.65
"378",2010-01-13,1504.3
"379",2010-01-14,1480.65
"380",2010-01-15,1476.7
"381",2010-01-16,1478.07
"382",2010-01-17,1479.62
"383",2010-01-18,1477.55
"384",2010-01-19,1472.59
"385",2010-01-20,1495.6
"386",2010-01-21,1517.45
"387",2010-01-22,1520.93
"388",2010-01-23,1527.06
"389",2010-01-24,1527.06
"390",2010-01-25,1527.06
"391",2010-01-26,1547.51
"392",2010-01-27,1545.82
"393",2010-01-28,1538.43
"394",2010-01-29,1538.43
"395",2010-01-30,1538.43
"396",2010-01-31,1538.04
"397",2010-02-01,1554.03
"398",2010-02-02,1551.17
"399",2010-02-03,1538.37
"400",2010-02-04,1529.1
"401",2010-02-05,1522.26
"402",2010-02-06,1533.79
"403",2010-02-07,1510.18
"404",2010-02-08,1526.91
"405",2010-02-09,1555.52
"406",2010-02-10,1581.49
"407",2010-02-11,1572.61
"408",2010-02-12,1572.69
"409",2010-02-13,1580.64
"410",2010-02-14,1593.35
"411",2010-02-15,1571.28
"412",2010-02-16,1575.59
"413",2010-02-17,1561.78
"414",2010-02-18,1572.68
"415",2010-02-19,1574.04
"416",2010-02-20,1590.33
"417",2010-02-21,1584.14
"418",2010-02-22,1605.91
"419",2010-02-23,1615.98
"420",2010-02-24,1643.83
"421",2010-02-25,1646.85
"422",2010-02-26,1639.12
"423",2010-02-27,1642.8
"424",2010-02-28,1659.07
"425",2010-03-01,1649.64
"426",2010-03-02,1674.93
"427",2010-03-03,1651.6
"428",2010-03-04,1656.35
"429",2010-03-05,1670.9
"430",2010-03-06,1683.3
"431",2010-03-07,1679.41
"432",2010-03-08,1658.09
"433",2010-03-09,1652.92
"434",2010-03-10,1661.96
"435",2010-03-11,1680.02
"436",2010-03-12,1691.37
"437",2010-03-13,1701.46
"438",2010-03-14,1690.48
"439",2010-03-15,1685.46
"440",2010-03-16,1686.15
"441",2010-03-17,1702.27
"442",2010-03-18,1711.91
"443",2010-03-19,1714.48
"444",2010-03-20,1708.65
"445",2010-03-21,1688.74
"446",2010-03-22,1705.05
"447",2010-03-23,1700.28
"448",2010-03-24,1689.71
"449",2010-03-25,1696.38
"450",2010-03-26,1686.57
"451",2010-03-27,1656.59
"452",2010-03-28,1653.2
"453",2010-03-29,1666.72
"454",2010-03-30,1663.27
"455",2010-03-31,1667.26
"456",2010-04-01,1675.18
"457",2010-04-02,1686.64
"458",2010-04-03,1676.84
"459",2010-04-04,1670.04
"460",2010-04-05,1657.06
"461",2010-04-06,1658.36
"462",2010-04-07,1667.64
"463",2010-04-08,1654.6
"464",2010-04-09,1658.13
"465",2010-04-10,1658.13
"466",2010-04-11,1658.13
"467",2010-04-12,1671.54
"468",2010-04-13,1674.95
"469",2010-04-14,1674.67
"470",2010-04-15,1678.65
"471",2010-04-16,1687.14
"472",2010-04-17,1680.06
"473",2010-04-18,1666.49
"474",2010-04-19,1680.01
"475",2010-04-20,1656.03
"476",2010-04-21,1643.53
"477",2010-04-22,1636.59
"478",2010-04-23,1630.88
"479",2010-04-24,1618.6
"480",2010-04-25,1626.83
"481",2010-04-26,1632
"482",2010-04-27,1619.92
"483",2010-04-28,1628.88
"484",2010-04-29,1617.74
"485",2010-04-30,1607.7
"486",2010-05-01,1616.45
"487",2010-05-02,1613.46
"488",2010-05-03,1632.99
"489",2010-05-04,1636.02
"490",2010-05-05,1632.35
"491",2010-05-06,1630.37
"492",2010-05-07,1619.26
"493",2010-05-08,1606.64
"494",2010-05-09,1606.64
"495",2010-05-10,1613.98
"496",2010-05-11,1608.58
"497",2010-05-12,1623.05
"498",2010-05-13,1617.18
"499",2010-05-14,1633.18
"500",2010-05-15,1627.21
"501",2010-05-16,1627.21
"502",2010-05-17,1625.59
"503",2010-05-18,1628.53
"504",2010-05-19,1630.56
"505",2010-05-20,1638.47
"506",2010-05-21,1660.88
"507",2010-05-22,1662.28
"508",2010-05-23,1679.69
"509",2010-05-24,1679.69
"510",2010-05-25,1685.85
"511",2010-05-26,1686.44
"512",2010-05-27,1684.57
"513",2010-05-28,1689.93
"514",2010-05-29,1681.47
"515",2010-05-30,1687.14
"516",2010-05-31,1697.26
"517",2010-06-01,1698.33
"518",2010-06-02,1690.96
"519",2010-06-03,1692.16
"520",2010-06-04,1699.52
"521",2010-06-05,1712.33
"522",2010-06-06,1703.05
"523",2010-06-07,1700.93
"524",2010-06-08,1698.36
"525",2010-06-09,1697.39
"526",2010-06-10,1694.83
"527",2010-06-11,1705.66
"528",2010-06-12,1739.48
"529",2010-06-13,1798.63
"530",2010-06-14,1798.36
"531",2010-06-15,1808.74
"532",2010-06-16,1806.52
"533",2010-06-17,1815.63
"534",2010-06-18,1807.12
"535",2010-06-19,1829.36
"536",2010-06-20,1835.09
"537",2010-06-21,1826.45
"538",2010-06-22,1821.28
"539",2010-06-23,1828.53
"540",2010-06-24,1830.61
"541",2010-06-25,1859.49
"542",2010-06-26,1846.02
"543",2010-06-27,1832.2
"544",2010-06-28,1823.4
"545",2010-06-29,1823.07
"546",2010-06-30,1818.1
"547",2010-07-01,1857.36
"548",2010-07-02,1861.22
"549",2010-07-03,1870.8
"550",2010-07-04,1878.94
"551",2010-07-05,1870.24
"552",2010-07-06,1864.51
"553",2010-07-07,1894.56
"554",2010-07-08,1908.69
"555",2010-07-09,1917.69
"556",2010-07-10,1903.44
"557",2010-07-11,1918.75
"558",2010-07-12,1930.29
"559",2010-07-13,1937.77
"560",2010-07-14,1909.53
"561",2010-07-15,1893.48
"562",2010-07-16,1907.65
"563",2010-07-17,1915.59
"564",2010-07-18,1890.58
"565",2010-07-19,1909.54
"566",2010-07-20,1929.56
"567",2010-07-21,1931.88
"568",2010-07-22,1923.67
"569",2010-07-23,1928.63
"570",2010-07-24,1920.43
"571",2010-07-25,1911.15
"572",2010-07-26,1878.77
"573",2010-07-27,1870.32
"574",2010-07-28,1870.46
"575",2010-07-29,1868.28
"576",2010-07-30,1874.38
"577",2010-07-31,1869.25
"578",2010-08-01,1852.81
"579",2010-08-02,1862.62
"580",2010-08-03,1884.67
"581",2010-08-04,1922.69
"582",2010-08-05,1922.05
"583",2010-08-06,1899.54
"584",2010-08-07,1902.14
"585",2010-08-08,1890.18
"586",2010-08-09,1914.4
"587",2010-08-10,1915.61
"588",2010-08-11,1908.97
"589",2010-08-12,1910.23
"590",2010-08-13,1920.46
"591",2010-08-14,1934.99
"592",2010-08-15,1973.45
"593",2010-08-16,1994.09
"594",2010-08-17,1991.95
"595",2010-08-18,2015.71
"596",2010-08-19,2009.28
"597",2010-08-20,2004.11
"598",2010-08-21,1999.6
"599",2010-08-22,1995.35
"600",2010-08-23,2023.26
"601",2010-08-24,2032.25
"602",2010-08-25,2036.93
"603",2010-08-26,2029.87
"604",2010-08-27,2048.05
"605",2010-08-28,2083.62
"606",2010-08-29,2061.18
"607",2010-08-30,2048.75
"608",2010-08-31,2040.97
"609",2010-09-01,2053.66
"610",2010-09-02,2064.98
"611",2010-09-03,2068.51
"612",2010-09-04,2086.4
"613",2010-09-05,2086.22
"614",2010-09-06,2057.1
"615",2010-09-07,2013.65
"616",2010-09-08,2007.5
"617",2010-09-09,2040.74
"618",2010-09-10,2020.11
"619",2010-09-11,2021.81
"620",2010-09-12,2023.06
"621",2010-09-13,2047.2
